source_id,publisher,source_url,local_file,retrieval_date,period_covered,file_hash,row_count_raw,records_csv_parsed,blank_padding_rows,records_real,records_in_window,records_undated,counts_in_e1,licence,licence_url,attribution,notes
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/6708ff01e84ae1fd8592f1f4/dfts-spending-over-25000-for-march-2024.csv,Department_for_Transport__2024-03.csv,2026-08-26,2024-03,AF1397F268085F619D315A308F5440ED675337EEFACB774830BA303C6D0B35EC,3515,3515,0,3515,3515,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=3515
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/6708ffec080bdf716392f210/dfts-spending-over-25000-for-april-2024.csv,Department_for_Transport__2024-04.csv,2026-08-26,2024-04,982766D1253DCED9CBE27EAA4450AB30100394B382C0A201A49E6B702162DF25,3045,3045,0,3045,3045,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=3045
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/6740908af4f9feabf492906b/dfts-spending-over-25_000-for-may-2024.csv,Department_for_Transport__2024-05.csv,2026-08-26,2024-05,498C16634951E73C6B9317A29C694625887925E62DDC6C5F17D21F57A8ABBF8B,2448,2446,0,2446,2446,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=2446. 2 record(s) span embedded newlines - line count != record count
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/674091a702bf39539bdee87a/dfts-spending-over-25_000-for-june-2024.csv,Department_for_Transport__2024-06.csv,2026-08-26,2024-06,898F98A343D3D27E1AD63580464E65A79A760703145FACB4D114C03BCDDF8AC4,2602,2599,0,2599,2599,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=2599. 3 record(s) span embedded newlines - line count != record count
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/678e3ef491b710d43488f639/dfts-spending-over-25000-for-july-2024.csv,Department_for_Transport__2024-07.csv,2026-08-26,2024-07,A063A64D6833CC6A0400DAEF26060F54CE282072D6A59BCE878F96F767A87E45,2838,2838,0,2838,2838,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=2838
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/678e3fdeaf483d80fc9bdaf8/dfts-spending-over-25000-for-august-2024.csv,Department_for_Transport__2024-08.csv,2026-08-26,2024-08,DF57E7FF65DAA495FD81DB3BF4EA2D3D54CFFD46E84395550E4CF432C8694C32,2492,2492,0,2492,2492,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=2492
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/67b2ff70b56d8b0856c2fd32/dft-spending-over-25000-for-september-2024.csv,Department_for_Transport__2024-09.csv,2026-08-26,2024-09,F305F886F83F37A5B332701BF896735BC18F37A168B1A167B51EF62C420349C2,2440,2440,0,2440,2440,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=cp1252. date_formats=dd/mm/yyyy=2440"
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/67b300df421271d7e45f57dc/dft-spending-over-25000-for-october-2024.csv,Department_for_Transport__2024-10.csv,2026-08-26,2024-10,E007488F0E038099577E01CAEE1E47925082A7D8987CE93A75A635FD8F15ECEC,2794,2793,0,2793,2793,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=cp1252. date_formats=dd/mm/yyyy=2793. 1 record(s) span embedded newlines - line count != record count"
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/67ff6534393a986ec5cf8de1/dfts-spending-over-_25000-for-november-2024.csv,Department_for_Transport__2024-11.csv,2026-08-26,2024-11,C9732EC087DEE253A780B510B200DF595F1D77A057C7C9FFA19E9C3342BBF2A7,2561,2561,0,2561,2561,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=cp1252. date_formats=dd/mm/yyyy=2561"
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/67ff667db73354468d1354fd/dfts-spending-over-_25000-for-december-2024.csv,Department_for_Transport__2024-12.csv,2026-08-26,2024-12,AD41F1EF6048C471DD3A56A7BD13EA81C4B2EAD536CC87F59A45F756CD381439,2645,2644,0,2644,2644,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=cp1252. date_formats=dd/mm/yyyy=2644. 1 record(s) span embedded newlines - line count != record count"
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/684c2290df3ce2ce31e3f988/dft-spending-over-25000-january-2025.csv,Department_for_Transport__2025-01.csv,2026-08-26,2025-01,676038FD0ACAF7D9FDC9640247E2BF9FBA553C88ACC619C3A2C4D9433B23CFF0,2556,2556,0,2556,2556,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=utf-8-bom. date_formats=dd/mm/yyyy=2556"
B-DS-01,Department for Transport,https://assets.publishing.service.gov.uk/media/684c23adda3d1b49e679705b/dft-spending-over-25000-february-2025.csv,Department_for_Transport__2025-02.csv,2026-08-26,2025-02,641BB70232474EC74044366A32CDAD178FDC2590B396D9131A03F355C646BCE4,2588,2586,0,2586,2586,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"URL CORRECTED 2026-08-26: catalogue registered the publication page, not the file. encoding=utf-8-bom. date_formats=dd/mm/yyyy=2586. 2 record(s) span embedded newlines - line count != record count"
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/662973a8932c7db64ca7e4fa/HMRC_spending_over_25000_for_March_2024.csv,HM_Revenue_and_Customs__2024-03.csv,2026-08-26,2024-03,19A09626972ADA999B51F3189136EFBEC22C730EDD6885BB4879927EF532352B,1072,1072,0,1072,1072,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=1072
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/6657478ed470e3279dd33373/HMRC_spending_over_25000_for_April_2024.csv,HM_Revenue_and_Customs__2024-04.csv,2026-08-26,2024-04,E58C49EFCFB130345EF0AC605E206E88BEB3AC9C2449ED6A75E5E99D45FC1E88,987,987,0,987,987,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=987
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/667d85c9aec8650b10090125/HMRC_spending_over_25000_for_May_2024.csv,HM_Revenue_and_Customs__2024-05.csv,2026-08-26,2024-05,98DCED655F13750D0F12D2DD613BCE017E0B9F5D9C70BB82663D2B37D2EE088B,875,875,0,875,875,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=875
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/66a36c16ce1fd0da7b592d9c/HMRC_spending_over_25000_for_June_2024.csv,HM_Revenue_and_Customs__2024-06.csv,2026-08-26,2024-06,5696300207F78ED55AE404ECA73050D955546C861E2D7F0C5058AFF8E4A08B06,900,900,0,900,900,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=900
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/66cef4730b53069322597bcf/HMRC_spending_over_25000_for_July_2024.csv,HM_Revenue_and_Customs__2024-07.csv,2026-08-26,2024-07,13AE202C14960F5FE8C3D847E6C33CD10890FAB865C98ADAE47C2423FD96F452,4991,4991,3999,992,992,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"encoding=cp1252. date_formats=dd/mm/yyyy=992. 3,999 blank padding rows excluded from records_real"
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/66f511a53b919067bb48273d/HMRC_spending_over_25000_for_August_2024.csv,HM_Revenue_and_Customs__2024-08.csv,2026-08-26,2024-08,40128C54CF6F411DC8056E8406335A410B84A4E26E458B35131FFBEDAD3D38D1,4991,4991,4100,891,891,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"encoding=cp1252. date_formats=dd/mm/yyyy=891. 4,100 blank padding rows excluded from records_real"
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/67176ba1a0acc1ea2be2c35a/HMRC_spending_over_25000_for_September_2024.csv,HM_Revenue_and_Customs__2024-09.csv,2026-08-26,2024-09,B1CA1C9619D423D882E6AB429A8DF0465B8E1FBE38141B836C42D42C12E0012C,4991,4991,4102,889,889,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,"encoding=cp1252. date_formats=dd/mm/yyyy=889. 4,102 blank padding rows excluded from records_real"
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/6746d6a9da210676b4ffe1d9/HMRC_spending_over_25000_for_October_2024.csv,HM_Revenue_and_Customs__2024-10.csv,2026-08-26,2024-10,8C4A30E1B31B7E45D9810D2229C283F5C6039AF1AD090C28E08E74B2271BDE30,976,976,0,976,976,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=976
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/676972e9be7b2c675de309ee/HMRC_spending_over_25000_for_November_2024.csv,HM_Revenue_and_Customs__2024-11.csv,2026-08-26,2024-11,71A1C67DF2009242EA45D33ED138B005A0117BA5D92E8598B2949DF4A5FFFA86,955,955,0,955,955,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=955
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/679a49f20601880a921f7877/HMRC_spending_over_25000_for_December_2024.csv,HM_Revenue_and_Customs__2024-12.csv,2026-08-26,2024-12,DF06E82D2BBF2CDF21C0E5C71F3FB42D0A474A8959217C89D7D5BDB1DAEC82FE,1101,1101,0,1101,1101,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=1101
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/67befeeb16dc9038974dbb78/HMRC_spending_over_25000_for_January_2025.csv,HM_Revenue_and_Customs__2025-01.csv,2026-08-26,2025-01,3C95013106EE4D3389A2EFD253EB3D5227EE65B264D6C8EED1B0BCBEB5093B1C,918,918,0,918,918,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=cp1252. date_formats=dd/mm/yyyy=918
B-DS-01,HM Revenue and Customs,https://assets.publishing.service.gov.uk/media/67e07221c6194abe97358c70/HMRC_spending_over_25000_for_February_2025.csv,HM_Revenue_and_Customs__2025-02.csv,2026-08-26,2025-02,D5345EF3E4A7FBEAD9861BF104B8199BEC3614A62642A1CAD2165BC59BCAC435,1002,1002,0,1002,1002,0,TRUE,OGL v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Contains public sector information licensed under the Open Government Licence v3.0.,encoding=utf-8-bom. date_formats=dd/mm/yyyy=1002
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0023/125852/expenditure_exceeding_500_march_2024.csv,Manchester_City_Council__2024-03.csv,2026-08-26,2024-03,575762669C4B9CF9C6980495AFDD2C909F60D1CF055E612068941AA23BD628F8,5355,5355,0,5355,5355,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"From FY2023/24 page. B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd-Mon-yy=5355"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0020/125615/expenditure_exceeding_500_april_2024.csv,Manchester_City_Council__2024-04.csv,2026-08-26,2024-04,3EDD6220F23273AA82543BEFF4B39B58DCFFB44E5EBEEBC729512FD0A619A20C,10440,10440,2,10438,10437,1,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"CORRECTION issued by council - restatement. B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=10437; BLANK=1. 2 blank padding rows excluded from records_real. 1 record(s) with no usable payment date"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0021/125616/expenditure_exceeding_500_may_2024.csv,Manchester_City_Council__2024-05.csv,2026-08-26,2024-05,67A01CF2868DF6FA5E3490C8467A4CE60C8231638453790BD3C224C48ECA8A59,7550,7550,0,7550,7550,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"CORRECTION issued by council - restatement. B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=7550"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0022/125617/expenditure_exceeding_500_june_2024.csv,Manchester_City_Council__2024-06.csv,2026-08-26,2024-06,6054B4A6B8227185234832AACFA05B19B9163497F65D397A54D9C24C9E2A2930,10047,10047,0,10047,10047,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"CORRECTION issued by council - restatement. B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=10047"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0023/125618/expenditure_exceeding_500_july_2024.csv,Manchester_City_Council__2024-07.csv,2026-08-26,2024-07,95F9CC1066FE7169CB0F104B8A1718F7B27E461137D15F45FAA82483D6E4DD15,10446,10446,0,10446,10446,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=10446"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0024/125619/expenditure_exceeding_500_august_2024.csv,Manchester_City_Council__2024-08.csv,2026-08-26,2024-08,3BE4893849365677972231F732FEA99F7F33021A6418736F1B7E1C3268DD081F,6286,6286,0,6286,6286,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=6286"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0016/125620/expenditure_exceeding_500_september_2024.csv,Manchester_City_Council__2024-09.csv,2026-08-26,2024-09,6E4D511E0677DB1249ADA568EB9B01C056DF918E035833E68403D633F8A11BFD,9275,9275,0,9275,9275,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=9275"
B-DS-02,Manchester City Council,https://www.manchester.gov.uk/__data/assets/file/0017/125621/expenditure_exceeding_500_october_2024.csv,Manchester_City_Council__2024-10.csv,2026-08-26,2024-10,B33A2DEE9310CC45418E41EE2165EB748B149A73EF98A89D1B8CFFCB05915F1B,11748,11748,0,11748,11747,0,TRUE,OGL v3.0,https://www.manchester.gov.uk/info/500215/open_data/8952/open_data_terms_and_licensing,(c) Manchester City Council retains the sole intellectual property rights to all data. This data set is licensed under the Open Government Licence 3.0,"B-U-6 RESOLVED: CSV confirmed. B-U-7 RESOLVED 2026-08-29: OGL v3.0, council-specific attribution. encoding=cp1252. date_formats=dd/mm/yyyy=11748. 1 record(s) dated outside the analysis window (file month range 2023-10..2024-10)"
