spend_ref,supplier_id,entity_id,date_key,category_id,source_file_id,vat_basis_id,amount,is_grant_in_aid,transaction_number,unresolved_reason
000f5135c4183592,10319,5,2024-06-28,378,42,2,4150.63,false,5105939449,below_threshold
001024f44c257c4c,8553,1,2024-12-11,168,10,1,51915.88,false,93393822,below_threshold
00109cd93a4f898d,12012,5,2024-09-04,1508,45,2,686,false,1908567470,redacted
0010a49904854933,12699,4,2024-06-12,612,30,1,29580,false,5100015369,no_match
0010cc8df178b95f,12012,5,2025-02-28,825,50,2,6890,false,5105977043,redacted
0010e38b2a0444a4,3232,5,2024-04-25,1242,40,2,5020.28,false,1908440229,review
00114b016f60a2af,6899,3,2024-09-03,896,21,1,73800,false,981742,below_threshold
0012b72302ea8c33,12012,5,2024-07-10,1508,43,2,556.1,false,1908518550,redacted
0012bed4d3785b3d,1829,2,2024-12-03,74,14,2,3074,false,202425CRCR00042459,below_threshold
0012dda9dda6c6ea,12012,5,2024-05-29,1508,41,2,590,false,1908470831,redacted
0013bb2e43e0f346,8329,5,2024-12-02,793,48,2,24413.6,false,1908658232,review
00152629e5e3843b,3970,2,2024-11-25,1154,14,2,768.92,false,202425CRCR00040681,review
0015620d2430389d,4345,2,2023-07-04,814,13,2,4528.3,false,202324CR00015083,review
0015c9ff7ad97b2f,11717,2,2024-02-21,245,13,2,6884.44,false,202324CR00055652,review
001631cc6c0d94f7,1980,3,2025-02-14,1566,26,1,29622,false,2000033194,below_threshold
00174f7c9e25d73e,4639,1,2024-12-27,719,10,1,589.63,false,31187939,redacted
0017afad4cd215e5,12012,5,2025-02-12,1242,50,2,1005.6,false,1908728510,redacted
0017fb06dd829677,7373,2,2023-06-05,1154,13,2,277.07,false,202324CR00010432,review
0018130c618387d7,1460,2,2023-08-23,1027,13,2,90,false,202324CR00024135,below_threshold
00191a9e4192c7ac,9088,2,2024-12-03,74,14,2,2726.14,false,202425CRCR00041945,review
00194732b1cceea2,11717,2,2023-11-07,245,13,2,-7685.13,false,202324CR00037015,review
0019f4ea49ea5ea0,4706,2,2024-10-02,74,14,2,11635.9,false,202425CRCR00030800,review
0019f63ee56ef06e,12983,2,2023-07-24,1154,13,2,330.12,false,202324CR00018015,review
001a1e968e027b75,8545,2,2025-03-18,1143,14,2,14.58,false,202425CRCR00040246,no_match
001a562ccec9ebcf,10713,2,2024-07-19,261,14,2,633,false,202425CR00018228,below_threshold
001a664135b09d0b,9067,2,2024-10-07,1426,14,2,900,false,202425CRCR00031655,review
001ac67fadd7c97e,8886,5,2024-03-20,919,39,2,969,false,1908398573,no_match
001b82ecb61a0ef7,5701,2,2024-08-05,74,14,2,1404,false,202425CR00020888,below_threshold
001c326546bcbf8e,733,1,2024-06-28,813,4,1,6421.1,false,31154294,review
001cf3e6b97cdcd4,10960,2,2024-05-07,1407,14,2,30,false,202425CR00004690,below_threshold
001d209cac4a9506,11147,1,2024-05-10,1476,3,1,1258.14,false,93267466,below_threshold
001da7209449c781,12012,5,2024-07-24,1508,43,2,870,false,1908530884,redacted
001dac4516a3dad9,11717,2,2025-03-10,245,14,2,31887.99,false,202425CRCR00036470,review
001efbda7ddc78ea,3235,6,2024-08-05,1296,56,1,997390.14,false,402526/93101754,below_threshold
001f018c9a16de82,8307,3,2024-05-15,687,17,1,58968.37,false,2000004563,below_threshold
001f59fc76050615,4037,4,2024-12-09,1354,36,1,35930.12,false,1900412617,no_match
001f6432dae1d8b8,11703,2,2024-04-12,1177,14,2,4561.96,false,202425CR00002309,redacted
001fa39551f74298,3157,3,2024-06-27,1631,18,1,161000,false,2000009018,below_threshold
001fa8e1457d85ce,12012,5,2024-07-24,1508,43,2,1048.9,false,1908531156,redacted
002070f90870264f,12012,5,2024-10-25,492,46,2,4285.56,false,1908616153,redacted
0020f1f760fd2431,4639,1,2024-12-06,467,10,1,4984,false,93389154,redacted
0021223ed5c3ec68,9885,2,2023-04-11,1154,13,2,334.5,false,202324CR00001458,below_threshold
002123af6ecf97ed,2083,2,2024-02-28,1025,13,2,5346.6,false,202324CR00054716,ambiguous
002160ec6f0971fe,6080,2,2024-10-07,1154,14,2,510.43,false,202425CRCR00031770,review
002193621b1f54d1,1545,5,2024-12-13,1319,48,2,5922,false,5105965879,no_match
0021c4b04f0ed231,1523,5,2025-01-10,734,49,2,2170,false,1908693205,no_match
00226845a0f7ea8d,12533,2,2024-01-08,1426,13,2,424.8,false,202324CR00048041,below_threshold
0022b0eabf08ff6a,11717,2,2024-08-27,245,14,2,731.77,false,202425CR00024288,review
0022fa0fbdef78b1,4528,2,2023-07-04,74,13,2,3857.68,false,202324CR00015466,no_match
002331b873f43caa,12637,2,2023-10-03,74,13,2,15674.31,false,202324CR00030980,below_threshold
00233a27959eec87,4057,5,2024-12-04,145,48,2,6435.04,false,5105964063,below_threshold
00238e36fd5715c9,6608,2,2025-02-19,596,14,2,320,false,202425CRCR00029718,below_threshold
0024385ff9c88c7d,7371,2,2024-01-31,1571,13,2,595,false,202324CR00051531,below_threshold
00253f7dc12422a9,9067,2,2024-05-29,30,14,2,11172.92,false,202425CR00009529,review
00258492c9f06e93,5312,3,2024-07-19,387,19,1,57189.3,false,233139241,below_threshold
0025c438c5b7319a,6418,3,2024-03-26,471,15,1,681902,false,2000035632,below_threshold
00263a8d49d1dbd7,5434,1,2025-02-14,899,12,1,1990,false,93427014,below_threshold
0026abddeeed73ae,12012,5,2025-02-19,1508,50,2,920,false,1908736471,redacted
0026e01a1d2090f8,2198,3,2025-02-04,896,26,1,305000,false,1007196,below_threshold
0028514cb1da61ff,1033,5,2025-02-20,105,50,2,3189,false,5105975882,no_match
00285a5bce257a5a,6755,1,2024-03-22,860,1,1,581.9,false,31129251,review
0028e61789c3fcb0,12949,4,2024-09-10,1496,33,1,199461.86,false,5100034357,below_threshold
0029101004f34be5,121,3,2024-06-21,896,18,1,60268.64,false,970235,review
00292b31f75e67d5,8848,5,2024-06-07,242,42,2,20210.8,false,1908479721,below_threshold
0029426afddf585f,11793,5,2024-11-22,1172,47,2,3932,false,1908642406,below_threshold
0029a8c05ca307b4,8704,1,2024-10-16,1297,8,1,1332.96,false,93350478,ambiguous
002a083f31ff0529,5002,2,2025-01-17,596,14,2,4198.03,false,202425CRCR00028498,below_threshold
002a09ece3824730,11703,2,2024-09-09,1573,14,2,350,false,202425CRCR00027066,redacted
002a4d23b9323f9d,781,2,2024-11-25,30,14,2,4591.46,false,202425CRCR00040252,review
002a7ec17794aaf0,4480,2,2023-11-13,1426,13,2,997.74,false,202324CR00038134,below_threshold
002a80fab29c3176,5961,5,2024-11-12,263,47,2,1250,false,5105959692,review
002b9bd760fedb0e,1871,1,2024-12-19,197,10,1,43361.34,false,93394167,review
002c0ae2c2a322bc,7373,2,2023-06-05,1154,13,2,302.61,false,202324CR00010422,review
002c7cefc30633d2,11703,2,2024-08-28,1177,14,2,910.34,false,202425CR00022761,redacted
002cb14f4ab07d09,8590,1,2024-07-09,864,5,1,200,false,93300421,below_threshold
002cead62b64c6e7,1873,2,2023-11-20,1177,13,2,10957.77,false,202324CR00039660,no_match
002cf006c0623abb,10699,2,2023-11-02,74,13,2,3128.57,false,202324CR00036304,no_match
002d3bd690240596,8545,2,2024-11-12,143,14,2,85.08,false,202425CRCR00038307,no_match
002d9942eeacb0f2,2704,2,2023-06-30,1317,13,2,301,false,202324CR00014408,below_threshold
002f116b9d46f5e1,4226,4,2024-12-13,782,36,1,184519,false,5100056018,review
002ff998f4eafe00,10597,2,2024-03-04,74,13,2,25164.96,false,202324CR00057308,below_threshold
00301ad126545560,2050,2,2024-02-27,30,13,2,2663.7,false,202324CR00056658,below_threshold
003035444121974a,11147,1,2024-03-01,899,1,1,1858,false,93228784,below_threshold
0030492bf214e76d,6110,1,2024-07-05,6,5,1,2340,false,31152225,review
00305293186091a0,11717,2,2023-07-14,245,13,2,11785.11,false,202324CR00016884,review
003061e2b5bf8cde,10052,3,2024-06-27,1076,18,1,46027.5,false,971695,ambiguous
00306df9a5f07733,12012,5,2024-10-16,192,46,2,2214.92,false,1908608912,redacted
0030a7f346575fca,10509,4,2024-10-16,336,34,1,64425.51,false,5100042745,below_threshold
0030c1ca360fda62,12012,5,2024-06-17,816,42,2,3480,false,5105937219,redacted
0030ea2236fda2a9,9885,2,2025-01-06,1154,14,2,427.18,false,202425CRCR00026513,below_threshold
0031355644f17297,5807,1,2024-08-07,216,6,1,4413.15,false,31154035,review
0031695f5bb71304,1423,2,2023-08-02,550,13,2,40000,false,202324CR00020813,review
00316f45a8c9cc25,2039,2,2024-02-05,814,13,2,10981.27,false,202324CR00052822,review
003189c47dc17ae8,54,2,2023-10-03,74,13,2,3100,false,202324CR00031222,below_threshold
0031dd2dd89cfd99,7499,2,2024-10-02,814,14,2,2860.59,false,202425CRCR00030968,below_threshold
00321505985816fa,11717,2,2024-02-21,245,13,2,1.02,false,202324CR00055602,review
0032884b50504867,1297,5,2024-03-21,263,39,2,1916.67,false,1908398581,below_threshold
003331c02331f037,2506,2,2024-12-23,1154,14,2,1464.6,false,202425CRCR00044991,review
00336dd3add36d33,6204,2,2023-05-09,1154,13,2,562.52,false,202324CR00005981,below_threshold
003398f60cfa4063,3478,5,2024-11-04,1193,47,2,1000,false,1908617586,review
0033b9d732f0cfe2,4226,4,2024-03-27,865,27,1,31470,false,5100077651,review
0033c04912868b15,5602,5,2024-10-10,160,46,2,1196.32,false,1908602168,below_threshold
0034dfb844b86310,1561,5,2024-08-07,378,44,2,1145.55,false,1908544824,no_match
003580b6aaac0718,10767,5,2024-05-08,1391,41,2,1901.94,false,1908452419,below_threshold
003643df628e6d88,8032,5,2025-02-18,1206,50,2,21000,false,5105976631,below_threshold
0036552e97762281,11703,2,2025-02-26,1177,14,2,1006.31,false,202425CRCR00034019,redacted
0036573c8a0d1832,6973,2,2025-01-27,1127,14,2,700,false,202425CRCR00030129,no_match
0036d56aeecf938f,1561,5,2025-02-10,378,50,2,4347.84,false,1908726320,no_match
00373fb511408543,4341,2,2024-04-04,512,14,2,1991,false,202425CR00001079,no_match
0037445d57439486,12221,5,2024-10-21,793,46,2,3614.48,false,1908611823,review
003746253ac2f8b2,12012,5,2024-04-17,1508,40,2,822,false,1908434320,redacted
00376c9853717efe,550,2,2023-12-14,1130,13,2,552.5,false,202324CR00044167,below_threshold
0037acdd8965b716,6204,2,2024-01-15,1154,13,2,412.65,false,202324CR00049391,below_threshold
0037c9e23d108423,1350,5,2024-07-17,1233,43,2,1395,false,1908525087,below_threshold
0038029650fc96de,13131,1,2024-05-17,35,3,1,23873.4,false,93273190,no_match
00382d2b1df38eed,6267,3,2025-01-30,873,25,1,719371.42,false,2000029804,below_threshold
00386379ffdbb909,12373,2,2024-03-28,622,13,2,8367.08,false,202324CR00058472,below_threshold
0038d2a919d0fb48,5231,1,2025-01-16,35,11,1,13706.17,false,93408578,below_threshold
0038efbfcc8842a2,5845,1,2024-10-18,559,8,1,1544.4,false,31173025,ambiguous
0038f03be6e876c8,12012,5,2024-11-27,1508,47,2,686,false,1908646186,redacted
003917ba3147cfbe,11637,1,2024-07-01,719,5,1,25329.84,false,31154973,below_threshold
003920d25e25584f,13091,3,2024-09-05,1283,21,1,240655.09,false,#,below_threshold
003975569aac78ea,6660,5,2024-04-12,691,40,2,-842.44,false,1908430254,below_threshold
0039f16a4954e0ab,4896,1,2025-02-17,719,12,1,3002.27,false,31200915,below_threshold
003a3976cc993419,1688,5,2024-03-29,160,39,2,818.74,false,5105923495,below_threshold
003aacc1df999bcd,11703,2,2023-07-04,10,13,2,282.76,false,202324CR00013010,redacted
003ad57cacf8df86,6131,5,2024-06-10,1335,42,2,528.54,false,1908481334,review
003b227c7c38125a,3970,2,2023-08-14,1154,13,2,907.83,false,202324CR00022648,review
003b5ca4698ca5d3,6930,5,2024-11-25,1335,47,2,2392.5,false,1908643990,below_threshold
003bae520cf881bf,8990,1,2024-09-04,813,7,1,812,false,31164836,review
003bd94c194bbf6b,10507,2,2025-01-31,175,14,2,5431,false,202425CRCR00030741,no_match
003c5db9c0337b38,12012,5,2024-06-12,1508,42,2,794,false,1908493057,redacted
003c97cb0f997596,3669,1,2024-12-16,35,10,1,17681.43,false,93394992,below_threshold
003ce602caec71d5,5434,1,2024-07-19,899,5,1,471.76,false,93307239,below_threshold
003e2e0cbedffa45,11717,2,2024-10-10,245,14,2,416.9,false,202425CRCR00032277,review
003e3938ceb23015,12718,2,2024-01-03,1130,13,2,378.9,false,202324CR00043851,below_threshold
003e49e1858ef6e3,12012,5,2024-10-30,1508,46,2,794,false,1908619483,redacted
003e5876e36f3609,1545,5,2025-02-20,1319,50,2,5922,false,5105976997,no_match
003e715aa1cf673b,8953,1,2024-05-30,813,3,1,6713,false,31147473,below_threshold
003f423948432675,11529,2,2023-09-25,1154,13,2,3348.8,false,202324CR00028795,no_match
003f64bd02d9d56d,11703,2,2024-04-11,1177,14,2,3891.99,false,202425CR00002066,redacted
00406c5fa0389a00,7373,2,2024-01-29,1154,13,2,330.12,false,202324CR00051118,review
0040f6d58ddf08cb,12012,5,2024-05-14,1242,41,2,817.05,false,1908459059,redacted
00412a2635cffcc8,8990,1,2024-03-11,813,1,1,532,false,31126723,review
00416407260c913c,6080,2,2023-08-14,1154,13,2,780.1,false,202324CR00022506,review
0041cc52e5ba04c6,12253,5,2024-06-07,348,42,2,-16029.37,false,1700172644,no_match
0041cfd7b78060dd,3703,2,2023-06-05,1154,13,2,281.78,false,202324CR00010552,review
0042bb0dc429a833,11717,2,2023-11-07,245,13,2,561.45,false,202324CR00037559,review
0042cefd5fc6a7b6,7303,2,2024-10-22,337,14,2,1640,false,202425CRCR00033379,no_match
00431a4b6509f007,12012,5,2024-08-07,793,44,2,1609.68,false,1908544812,redacted
00433ebea2c5072d,8032,5,2024-05-15,1264,41,2,54222.98,false,5105932447,below_threshold
0043a711764242cb,6105,5,2024-04-19,626,40,2,1723.63,false,1908437054,no_match
00444a5db3e2abd6,3970,2,2024-11-04,1154,14,2,683.48,false,202425CRCR00036711,review
00446c1cbeba0dc6,5002,2,2023-09-07,1407,13,2,1282.86,false,202324CR00023239,below_threshold
0045590c00f37d22,1972,5,2024-03-12,105,39,2,3997,false,5105920566,below_threshold
0045e7dc53ad99a3,1561,5,2025-02-10,378,50,2,5043.11,false,1908726320,no_match
00464125d8e9f9d1,12012,5,2024-12-11,1508,48,2,594,false,1908668704,redacted
00465371b9e03604,5287,2,2023-08-14,1444,13,2,16.97,false,202324CR00022794,below_threshold
0046bee0ad928508,454,5,2024-03-07,263,39,2,563.5,false,1908376804,below_threshold
0046d9cfbbdf008d,12012,5,2024-08-21,192,44,2,1609.68,false,1908556005,redacted
0046ffa319ca175f,1561,5,2024-05-29,378,41,2,3190.12,false,1908471883,no_match
00471cf4de2f8508,1561,5,2025-02-18,378,50,2,13396.32,false,1908734558,no_match
004884eca1c42d82,10125,3,2024-11-14,687,23,1,71876.58,false,2000023642,review
00496d13333892be,9878,2,2024-04-04,814,14,2,4071.43,false,202425CR00000680,below_threshold
0049ad5779e333d3,3793,2,2023-10-18,399,13,2,26304.78,false,202324CR00033200,below_threshold
004b60d9d0b071e8,12807,3,2025-02-07,896,26,1,63965.52,false,1007553,ambiguous
004b81d1fa770a16,11184,5,2025-01-28,196,49,2,1608.33,false,5105972642,below_threshold
004bca72374f81c8,9885,2,2024-01-29,1154,13,2,365.49,false,202324CR00051127,below_threshold
004bf0aab47fd482,5316,2,2024-02-06,1512,13,2,825,false,202324CR00053682,no_match
004bf124128d05a7,681,2,2023-05-16,1559,13,2,1631.45,false,202324CR00003066,review
004bff11bbf4bbdd,8590,1,2025-01-22,1360,11,1,455.83,false,93410124,below_threshold
004c15a2fb7b25cf,12012,5,2024-09-04,1508,45,2,756.9,false,1908567591,redacted
004c16ce6d504cbd,12666,1,2024-03-08,719,1,1,1336.5,false,31126018,below_threshold
004cae9d3dc74cbb,9878,2,2024-03-04,814,13,2,5005.57,false,202324CR00057395,below_threshold
004ce6236b5373c3,12012,5,2024-08-21,1508,44,2,2249.32,false,1908554517,redacted
004ce8ffbcfcf537,12983,2,2023-06-20,1154,13,2,288.86,false,202324CR00012629,review
004d57ca6eab1dba,8010,2,2024-12-02,941,14,2,5962.49,false,202425CRCR00037070,below_threshold
004db4cc09f1d8cc,12012,5,2024-12-11,1508,48,2,1028,false,1908669306,redacted
004ddd3e44297c27,4639,1,2024-10-18,719,8,1,12750,false,31176179,redacted
004e2dea6e921cec,8619,2,2024-11-12,337,14,2,180,false,202425CRCR00038168,below_threshold
004ef4a8abbea07b,362,2,2023-05-09,1154,13,2,582.82,false,202324CR00006042,below_threshold
004f6044d3b06373,1869,2,2024-12-24,1130,14,2,624.95,false,202425CRCR00041284,no_match
00506d58d5a0e7af,11203,2,2023-04-26,1027,13,2,180,false,202324CR00004171,no_match
0050a4e40596e3ba,12983,2,2025-03-03,1154,14,2,390.56,false,202425CRCR00036973,review
00519ee473a8538a,8361,5,2024-10-15,1242,46,2,2042.62,false,1908605777,review
0051b02201ce8b26,1561,5,2024-05-14,378,41,2,1165.83,false,1908458012,no_match
0051ce498b8475c6,12012,5,2024-12-23,1508,48,2,822.44,false,1908683970,redacted
0051eb68af6c743b,12012,5,2024-10-16,1508,46,2,1028,false,1908607768,redacted
0052affe0c4b7034,10034,2,2025-03-17,1154,14,2,256.31,false,202425CRCR00039766,review
0053f24966509f89,6991,5,2024-11-12,1242,47,2,2720.25,false,1908631196,below_threshold
00541c3749094dc2,1542,5,2024-12-23,793,48,2,23962.16,false,1908682594,below_threshold
00547867cfd1e8ba,12012,5,2024-08-21,1508,44,2,822,false,1908554534,redacted
005490f8477330ee,11717,2,2023-07-03,245,13,2,756.67,false,202324CR00014528,review
0054f7f669ae4637,12012,5,2025-02-05,1508,50,2,634.8,false,1908720947,redacted
005554d9351a596e,5008,2,2023-06-28,1378,13,2,1300.5,false,202324CR00009629,below_threshold
00557b1cf71dcbed,12012,5,2024-06-12,410,42,2,556,false,1908493109,redacted
00562445530e7275,362,2,2024-02-19,1154,13,2,557.67,false,202324CR00055115,below_threshold
0056ee9941a9791f,9885,2,2024-02-12,1154,13,2,330.12,false,202324CR00054544,below_threshold
0056fb7187d0ae43,5287,2,2023-06-26,1173,13,2,15.94,false,202324CR00013921,below_threshold
00577784930448ad,13195,2,2023-10-30,208,13,2,320.1,false,202324CR00035059,below_threshold
0057b5709c3f23b8,7653,2,2023-12-01,1177,13,2,969.26,false,202324CR00041544,review
005807b23a590280,2564,2,2024-03-04,74,13,2,3365.71,false,202324CR00057559,below_threshold
00585218ff36b719,12983,2,2023-10-02,1154,13,2,288.86,false,202324CR00030284,review
0058804e2ab8228c,4524,5,2024-12-19,1335,48,2,600,false,1908678286,below_threshold
00592c64cdb01ca8,11822,2,2024-08-22,30,14,2,2135.06,false,202425CR00023847,below_threshold
0059406aa72c670c,8957,1,2024-04-22,197,2,1,1755,false,93258017,below_threshold
00596e7b3a2440c6,4017,5,2024-12-20,242,48,2,2786.4,false,1908679361,review
00598a7f06009615,5170,2,2023-06-26,1154,13,2,962.07,false,202324CR00013909,below_threshold
005a983dbc981757,7061,6,2024-04-19,322,52,1,100491.7,false,TA2425APRR055,below_threshold
005aaf4de6d6c12f,6286,5,2024-07-11,825,43,2,72027.75,false,5105940556,ambiguous
005ade469b9fc58b,636,5,2024-12-19,1346,48,2,6904.5,false,5105967053,below_threshold
005b15896062c481,11729,5,2024-07-25,1242,43,2,4085.25,false,1908532840,below_threshold
005b348308e56320,7655,4,2024-03-25,839,27,1,86066.08,false,5100077267,below_threshold
005b3b5942b3de72,7714,2,2024-07-02,74,14,2,3346.01,false,202425CR00015861,below_threshold
005bce8740c7a441,10621,2,2024-02-06,967,13,2,22.5,false,202324CR00053696,below_threshold
005c38248a94528c,8590,1,2025-02-07,1360,12,1,243.63,false,93423632,below_threshold
005c416f37fc4233,2132,1,2024-06-21,1510,4,1,580,false,31150116,review
005c61f85f0cacfd,7373,2,2024-09-16,1154,14,2,409.68,false,202425CRCR00028025,review
005c7da073440d9f,12012,5,2024-09-18,1508,45,2,2466,false,1908581351,redacted
005ca6c01820286c,362,2,2024-02-05,1154,13,2,574.17,false,202324CR00053252,below_threshold
005d071d1de5a418,5324,6,2024-09-23,322,57,1,37963.92,false,TA2425SEPT111,no_match
005d56e1daa7ac58,1189,2,2024-12-05,1182,14,2,918.5,false,202425CRCR00041760,below_threshold
005df85bd0f3f6ba,4480,2,2023-06-09,1426,13,2,277.15,false,202324CR00011538,below_threshold
005e3ef0710345d4,1561,5,2025-01-07,378,49,2,9256.58,false,1908689298,no_match
005e4328896eb163,7024,2,2023-10-26,286,13,2,525,false,202324CR00033164,review
005e6640fe31e66d,8835,5,2024-12-17,1206,48,2,6689.25,false,5105965197,review
005e7f938c98d880,2506,2,2023-07-11,1154,13,2,1286,false,202324CR00016557,review
005e8a2896a4c165,12012,5,2024-04-22,1193,40,2,562.5,false,1908435746,redacted
005ee8e799f82ede,362,2,2023-08-25,1154,13,2,378.86,false,202324CR00024317,below_threshold
005f17bb7e1d25ac,4354,2,2024-08-19,208,14,2,20198,false,202425CR00023102,review
005f5ddc946d746b,11171,2,2023-08-02,74,13,2,9400,false,202324CR00020635,below_threshold
005faf61e59de598,5274,5,2024-06-11,1242,42,2,3540.55,false,1908483275,no_match
00606e31c079a7c7,12684,2,2024-11-25,30,14,2,1983.09,false,202425CRCR00040367,below_threshold
006077ce211543ce,3658,5,2024-12-06,664,48,2,58331.75,false,5105964534,below_threshold
0061647aa81831bb,11918,5,2024-12-23,1418,48,2,73066.83,false,1908679218,no_match
00619f57086636ef,12012,5,2024-09-04,1508,45,2,1028,false,1908567787,redacted
0061f742872b669d,12012,5,2024-12-23,145,48,2,1560,false,5105967838,redacted
00623c3a701fb746,3052,5,2024-04-19,607,40,2,760,false,1908436788,below_threshold
00626d4808316df0,12012,5,2024-04-17,1508,40,2,1606.18,false,1908433576,redacted
00627e061ba0db61,4639,1,2025-01-24,197,11,1,954.04,false,93414641,redacted
0062df797b07d990,5602,5,2024-06-20,160,42,2,619.05,false,1908499509,below_threshold
006411781f7d9c5e,5395,1,2024-08-08,719,6,1,612.5,false,31160196,review
0064599bc64653de,7024,2,2024-03-26,286,13,2,945,false,202324CR00059343,review
006463a5eb3c9f28,13069,2,2023-05-15,1426,13,2,7245.94,false,202324CR00006978,below_threshold
006467f7686adee7,4528,2,2023-04-05,74,13,2,4345.71,false,202324CR00001005,no_match
0064a5e3632571b3,10378,2,2023-08-02,476,13,2,1659.5,false,202324CR00019246,review
0064b71dda7b8363,3126,5,2024-03-18,105,39,2,1925,false,5105922182,no_match
0066a8a33af1f36c,8965,2,2024-02-02,1407,13,2,325,false,202324CR00052355,below_threshold
0067282671d2c595,12983,2,2024-05-24,1154,14,2,427.18,false,202425CR00009101,review
0067634154de59a2,7674,5,2024-03-29,1161,39,2,3498.21,false,5105925241,below_threshold
0067e9fd940e0509,12012,5,2025-02-10,1605,50,2,790.15,false,5105974987,redacted
0067f5c3c076eb62,4480,2,2024-01-08,1426,13,2,913.04,false,202324CR00048078,below_threshold
0068749869093269,12012,5,2024-05-20,1605,41,2,676.5,false,5105932770,redacted
006874ccf0838b70,8329,5,2024-07-29,793,43,2,1888.43,false,1908536100,review
006aa544b9889429,8286,5,2024-03-25,145,39,2,10000,false,5105924177,below_threshold
006b50f8aa938c27,10388,2,2023-06-02,529,13,2,700,false,202324CR00009855,below_threshold
006c4a55b7c79791,12012,5,2024-08-07,1508,44,2,686,false,1908544106,redacted
