date_key,calendar_year,calendar_quarter,month_number,month_name,year_month,day_of_month,day_name,is_weekend,fiscal_year,fiscal_year_label,is_in_analysis_window
2023-07-04,2023,3,7,July,2023-07,4,Tuesday,false,2023,2023/24,false
2023-07-05,2023,3,7,July,2023-07,5,Wednesday,false,2023,2023/24,false
2023-07-06,2023,3,7,July,2023-07,6,Thursday,false,2023,2023/24,false
2023-07-07,2023,3,7,July,2023-07,7,Friday,false,2023,2023/24,false
2023-07-08,2023,3,7,July,2023-07,8,Saturday,true,2023,2023/24,false
2023-07-09,2023,3,7,July,2023-07,9,Sunday,true,2023,2023/24,false
2023-07-10,2023,3,7,July,2023-07,10,Monday,false,2023,2023/24,false
2023-07-11,2023,3,7,July,2023-07,11,Tuesday,false,2023,2023/24,false
2023-07-12,2023,3,7,July,2023-07,12,Wednesday,false,2023,2023/24,false
2023-07-13,2023,3,7,July,2023-07,13,Thursday,false,2023,2023/24,false
2023-07-14,2023,3,7,July,2023-07,14,Friday,false,2023,2023/24,false
2023-07-15,2023,3,7,July,2023-07,15,Saturday,true,2023,2023/24,false
2023-07-16,2023,3,7,July,2023-07,16,Sunday,true,2023,2023/24,false
2023-07-17,2023,3,7,July,2023-07,17,Monday,false,2023,2023/24,false
2023-07-18,2023,3,7,July,2023-07,18,Tuesday,false,2023,2023/24,false
2023-07-19,2023,3,7,July,2023-07,19,Wednesday,false,2023,2023/24,false
2023-07-20,2023,3,7,July,2023-07,20,Thursday,false,2023,2023/24,false
2023-07-21,2023,3,7,July,2023-07,21,Friday,false,2023,2023/24,false
2023-07-22,2023,3,7,July,2023-07,22,Saturday,true,2023,2023/24,false
2023-07-23,2023,3,7,July,2023-07,23,Sunday,true,2023,2023/24,false
2023-07-24,2023,3,7,July,2023-07,24,Monday,false,2023,2023/24,false
2023-07-25,2023,3,7,July,2023-07,25,Tuesday,false,2023,2023/24,false
2023-07-26,2023,3,7,July,2023-07,26,Wednesday,false,2023,2023/24,false
2023-07-27,2023,3,7,July,2023-07,27,Thursday,false,2023,2023/24,false
2023-07-28,2023,3,7,July,2023-07,28,Friday,false,2023,2023/24,false
2023-07-29,2023,3,7,July,2023-07,29,Saturday,true,2023,2023/24,false
2023-07-30,2023,3,7,July,2023-07,30,Sunday,true,2023,2023/24,false
2023-07-31,2023,3,7,July,2023-07,31,Monday,false,2023,2023/24,false
2023-08-01,2023,3,8,August,2023-08,1,Tuesday,false,2023,2023/24,false
2023-08-02,2023,3,8,August,2023-08,2,Wednesday,false,2023,2023/24,false
2023-08-03,2023,3,8,August,2023-08,3,Thursday,false,2023,2023/24,false
2023-08-04,2023,3,8,August,2023-08,4,Friday,false,2023,2023/24,false
2023-08-05,2023,3,8,August,2023-08,5,Saturday,true,2023,2023/24,false
2023-08-06,2023,3,8,August,2023-08,6,Sunday,true,2023,2023/24,false
2023-08-07,2023,3,8,August,2023-08,7,Monday,false,2023,2023/24,false
2023-08-08,2023,3,8,August,2023-08,8,Tuesday,false,2023,2023/24,false
2023-08-09,2023,3,8,August,2023-08,9,Wednesday,false,2023,2023/24,false
2023-08-10,2023,3,8,August,2023-08,10,Thursday,false,2023,2023/24,false
2023-08-11,2023,3,8,August,2023-08,11,Friday,false,2023,2023/24,false
2023-08-12,2023,3,8,August,2023-08,12,Saturday,true,2023,2023/24,false
2023-08-13,2023,3,8,August,2023-08,13,Sunday,true,2023,2023/24,false
2023-08-14,2023,3,8,August,2023-08,14,Monday,false,2023,2023/24,false
2023-08-15,2023,3,8,August,2023-08,15,Tuesday,false,2023,2023/24,false
2023-08-16,2023,3,8,August,2023-08,16,Wednesday,false,2023,2023/24,false
2023-08-17,2023,3,8,August,2023-08,17,Thursday,false,2023,2023/24,false
2023-08-18,2023,3,8,August,2023-08,18,Friday,false,2023,2023/24,false
2023-08-19,2023,3,8,August,2023-08,19,Saturday,true,2023,2023/24,false
2023-08-20,2023,3,8,August,2023-08,20,Sunday,true,2023,2023/24,false
2023-08-21,2023,3,8,August,2023-08,21,Monday,false,2023,2023/24,false
2023-08-22,2023,3,8,August,2023-08,22,Tuesday,false,2023,2023/24,false
2023-08-23,2023,3,8,August,2023-08,23,Wednesday,false,2023,2023/24,false
2023-08-24,2023,3,8,August,2023-08,24,Thursday,false,2023,2023/24,false
2023-08-25,2023,3,8,August,2023-08,25,Friday,false,2023,2023/24,false
2023-08-26,2023,3,8,August,2023-08,26,Saturday,true,2023,2023/24,false
2023-08-27,2023,3,8,August,2023-08,27,Sunday,true,2023,2023/24,false
2023-08-28,2023,3,8,August,2023-08,28,Monday,false,2023,2023/24,false
2023-08-29,2023,3,8,August,2023-08,29,Tuesday,false,2023,2023/24,false
2023-08-30,2023,3,8,August,2023-08,30,Wednesday,false,2023,2023/24,false
2023-08-31,2023,3,8,August,2023-08,31,Thursday,false,2023,2023/24,false
2023-09-01,2023,3,9,September,2023-09,1,Friday,false,2023,2023/24,false
2023-09-02,2023,3,9,September,2023-09,2,Saturday,true,2023,2023/24,false
2023-09-03,2023,3,9,September,2023-09,3,Sunday,true,2023,2023/24,false
2023-09-04,2023,3,9,September,2023-09,4,Monday,false,2023,2023/24,false
2023-09-05,2023,3,9,September,2023-09,5,Tuesday,false,2023,2023/24,false
2023-09-06,2023,3,9,September,2023-09,6,Wednesday,false,2023,2023/24,false
2023-09-07,2023,3,9,September,2023-09,7,Thursday,false,2023,2023/24,false
2023-09-08,2023,3,9,September,2023-09,8,Friday,false,2023,2023/24,false
2023-09-09,2023,3,9,September,2023-09,9,Saturday,true,2023,2023/24,false
2023-09-10,2023,3,9,September,2023-09,10,Sunday,true,2023,2023/24,false
2023-09-11,2023,3,9,September,2023-09,11,Monday,false,2023,2023/24,false
2023-09-12,2023,3,9,September,2023-09,12,Tuesday,false,2023,2023/24,false
2023-09-13,2023,3,9,September,2023-09,13,Wednesday,false,2023,2023/24,false
2023-09-14,2023,3,9,September,2023-09,14,Thursday,false,2023,2023/24,false
2023-09-15,2023,3,9,September,2023-09,15,Friday,false,2023,2023/24,false
2023-09-16,2023,3,9,September,2023-09,16,Saturday,true,2023,2023/24,false
2023-09-17,2023,3,9,September,2023-09,17,Sunday,true,2023,2023/24,false
2023-09-18,2023,3,9,September,2023-09,18,Monday,false,2023,2023/24,false
2023-09-19,2023,3,9,September,2023-09,19,Tuesday,false,2023,2023/24,false
2023-09-20,2023,3,9,September,2023-09,20,Wednesday,false,2023,2023/24,false
2023-09-21,2023,3,9,September,2023-09,21,Thursday,false,2023,2023/24,false
2023-09-22,2023,3,9,September,2023-09,22,Friday,false,2023,2023/24,false
2023-09-23,2023,3,9,September,2023-09,23,Saturday,true,2023,2023/24,false
2023-09-24,2023,3,9,September,2023-09,24,Sunday,true,2023,2023/24,false
2023-09-25,2023,3,9,September,2023-09,25,Monday,false,2023,2023/24,false
2023-09-26,2023,3,9,September,2023-09,26,Tuesday,false,2023,2023/24,false
2023-09-27,2023,3,9,September,2023-09,27,Wednesday,false,2023,2023/24,false
2023-09-28,2023,3,9,September,2023-09,28,Thursday,false,2023,2023/24,false
2023-09-29,2023,3,9,September,2023-09,29,Friday,false,2023,2023/24,false
2023-09-30,2023,3,9,September,2023-09,30,Saturday,true,2023,2023/24,false
2023-10-01,2023,4,10,October,2023-10,1,Sunday,true,2023,2023/24,false
2023-10-02,2023,4,10,October,2023-10,2,Monday,false,2023,2023/24,false
2023-10-03,2023,4,10,October,2023-10,3,Tuesday,false,2023,2023/24,false
2023-10-04,2023,4,10,October,2023-10,4,Wednesday,false,2023,2023/24,false
2023-10-05,2023,4,10,October,2023-10,5,Thursday,false,2023,2023/24,false
2023-10-06,2023,4,10,October,2023-10,6,Friday,false,2023,2023/24,false
2023-10-07,2023,4,10,October,2023-10,7,Saturday,true,2023,2023/24,false
2023-10-08,2023,4,10,October,2023-10,8,Sunday,true,2023,2023/24,false
2023-10-09,2023,4,10,October,2023-10,9,Monday,false,2023,2023/24,false
2023-10-10,2023,4,10,October,2023-10,10,Tuesday,false,2023,2023/24,false
2023-10-11,2023,4,10,October,2023-10,11,Wednesday,false,2023,2023/24,false
2023-10-12,2023,4,10,October,2023-10,12,Thursday,false,2023,2023/24,false
2023-10-13,2023,4,10,October,2023-10,13,Friday,false,2023,2023/24,false
2023-10-14,2023,4,10,October,2023-10,14,Saturday,true,2023,2023/24,false
2023-10-15,2023,4,10,October,2023-10,15,Sunday,true,2023,2023/24,false
2023-10-16,2023,4,10,October,2023-10,16,Monday,false,2023,2023/24,false
2023-10-17,2023,4,10,October,2023-10,17,Tuesday,false,2023,2023/24,false
2023-10-18,2023,4,10,October,2023-10,18,Wednesday,false,2023,2023/24,false
2023-10-19,2023,4,10,October,2023-10,19,Thursday,false,2023,2023/24,false
2023-10-20,2023,4,10,October,2023-10,20,Friday,false,2023,2023/24,false
2023-10-21,2023,4,10,October,2023-10,21,Saturday,true,2023,2023/24,false
2023-10-22,2023,4,10,October,2023-10,22,Sunday,true,2023,2023/24,false
2023-10-23,2023,4,10,October,2023-10,23,Monday,false,2023,2023/24,false
2023-10-24,2023,4,10,October,2023-10,24,Tuesday,false,2023,2023/24,false
2023-10-25,2023,4,10,October,2023-10,25,Wednesday,false,2023,2023/24,false
2023-10-26,2023,4,10,October,2023-10,26,Thursday,false,2023,2023/24,false
2023-10-27,2023,4,10,October,2023-10,27,Friday,false,2023,2023/24,false
2023-10-28,2023,4,10,October,2023-10,28,Saturday,true,2023,2023/24,false
2023-10-29,2023,4,10,October,2023-10,29,Sunday,true,2023,2023/24,false
2023-10-30,2023,4,10,October,2023-10,30,Monday,false,2023,2023/24,false
2023-10-31,2023,4,10,October,2023-10,31,Tuesday,false,2023,2023/24,false
2023-11-01,2023,4,11,November,2023-11,1,Wednesday,false,2023,2023/24,false
2023-11-02,2023,4,11,November,2023-11,2,Thursday,false,2023,2023/24,false
2023-11-03,2023,4,11,November,2023-11,3,Friday,false,2023,2023/24,false
2023-11-04,2023,4,11,November,2023-11,4,Saturday,true,2023,2023/24,false
2023-11-05,2023,4,11,November,2023-11,5,Sunday,true,2023,2023/24,false
2023-11-06,2023,4,11,November,2023-11,6,Monday,false,2023,2023/24,false
2023-11-07,2023,4,11,November,2023-11,7,Tuesday,false,2023,2023/24,false
2023-11-08,2023,4,11,November,2023-11,8,Wednesday,false,2023,2023/24,false
2023-11-09,2023,4,11,November,2023-11,9,Thursday,false,2023,2023/24,false
2023-11-10,2023,4,11,November,2023-11,10,Friday,false,2023,2023/24,false
2023-11-11,2023,4,11,November,2023-11,11,Saturday,true,2023,2023/24,false
2023-11-12,2023,4,11,November,2023-11,12,Sunday,true,2023,2023/24,false
2023-11-13,2023,4,11,November,2023-11,13,Monday,false,2023,2023/24,false
2023-11-14,2023,4,11,November,2023-11,14,Tuesday,false,2023,2023/24,false
2023-11-15,2023,4,11,November,2023-11,15,Wednesday,false,2023,2023/24,false
2023-11-16,2023,4,11,November,2023-11,16,Thursday,false,2023,2023/24,false
2023-11-17,2023,4,11,November,2023-11,17,Friday,false,2023,2023/24,false
2023-11-18,2023,4,11,November,2023-11,18,Saturday,true,2023,2023/24,false
2023-11-19,2023,4,11,November,2023-11,19,Sunday,true,2023,2023/24,false
2023-11-20,2023,4,11,November,2023-11,20,Monday,false,2023,2023/24,false
2023-11-21,2023,4,11,November,2023-11,21,Tuesday,false,2023,2023/24,false
2023-11-22,2023,4,11,November,2023-11,22,Wednesday,false,2023,2023/24,false
2023-11-23,2023,4,11,November,2023-11,23,Thursday,false,2023,2023/24,false
2023-11-24,2023,4,11,November,2023-11,24,Friday,false,2023,2023/24,false
2023-11-25,2023,4,11,November,2023-11,25,Saturday,true,2023,2023/24,false
2023-11-26,2023,4,11,November,2023-11,26,Sunday,true,2023,2023/24,false
2023-11-27,2023,4,11,November,2023-11,27,Monday,false,2023,2023/24,false
2023-11-28,2023,4,11,November,2023-11,28,Tuesday,false,2023,2023/24,false
2023-11-29,2023,4,11,November,2023-11,29,Wednesday,false,2023,2023/24,false
2023-11-30,2023,4,11,November,2023-11,30,Thursday,false,2023,2023/24,false
2023-12-01,2023,4,12,December,2023-12,1,Friday,false,2023,2023/24,false
2023-12-02,2023,4,12,December,2023-12,2,Saturday,true,2023,2023/24,false
2023-12-03,2023,4,12,December,2023-12,3,Sunday,true,2023,2023/24,false
2023-12-04,2023,4,12,December,2023-12,4,Monday,false,2023,2023/24,false
2023-12-05,2023,4,12,December,2023-12,5,Tuesday,false,2023,2023/24,false
2023-12-06,2023,4,12,December,2023-12,6,Wednesday,false,2023,2023/24,false
2023-12-07,2023,4,12,December,2023-12,7,Thursday,false,2023,2023/24,false
2023-12-08,2023,4,12,December,2023-12,8,Friday,false,2023,2023/24,false
2023-12-09,2023,4,12,December,2023-12,9,Saturday,true,2023,2023/24,false
2023-12-10,2023,4,12,December,2023-12,10,Sunday,true,2023,2023/24,false
2023-12-11,2023,4,12,December,2023-12,11,Monday,false,2023,2023/24,false
2023-12-12,2023,4,12,December,2023-12,12,Tuesday,false,2023,2023/24,false
2023-12-13,2023,4,12,December,2023-12,13,Wednesday,false,2023,2023/24,false
2023-12-14,2023,4,12,December,2023-12,14,Thursday,false,2023,2023/24,false
2023-12-15,2023,4,12,December,2023-12,15,Friday,false,2023,2023/24,false
2023-12-16,2023,4,12,December,2023-12,16,Saturday,true,2023,2023/24,false
2023-12-17,2023,4,12,December,2023-12,17,Sunday,true,2023,2023/24,false
2023-12-18,2023,4,12,December,2023-12,18,Monday,false,2023,2023/24,false
2023-12-19,2023,4,12,December,2023-12,19,Tuesday,false,2023,2023/24,false
2023-12-20,2023,4,12,December,2023-12,20,Wednesday,false,2023,2023/24,false
2023-12-21,2023,4,12,December,2023-12,21,Thursday,false,2023,2023/24,false
2023-12-22,2023,4,12,December,2023-12,22,Friday,false,2023,2023/24,false
2023-12-23,2023,4,12,December,2023-12,23,Saturday,true,2023,2023/24,false
2023-12-24,2023,4,12,December,2023-12,24,Sunday,true,2023,2023/24,false
2023-12-25,2023,4,12,December,2023-12,25,Monday,false,2023,2023/24,false
2023-12-26,2023,4,12,December,2023-12,26,Tuesday,false,2023,2023/24,false
2023-12-27,2023,4,12,December,2023-12,27,Wednesday,false,2023,2023/24,false
2023-12-28,2023,4,12,December,2023-12,28,Thursday,false,2023,2023/24,false
2023-12-29,2023,4,12,December,2023-12,29,Friday,false,2023,2023/24,false
2023-12-30,2023,4,12,December,2023-12,30,Saturday,true,2023,2023/24,false
2023-12-31,2023,4,12,December,2023-12,31,Sunday,true,2023,2023/24,false
2024-01-01,2024,1,1,January,2024-01,1,Monday,false,2023,2023/24,false
2024-01-02,2024,1,1,January,2024-01,2,Tuesday,false,2023,2023/24,false
2024-01-03,2024,1,1,January,2024-01,3,Wednesday,false,2023,2023/24,false
2024-01-04,2024,1,1,January,2024-01,4,Thursday,false,2023,2023/24,false
2024-01-05,2024,1,1,January,2024-01,5,Friday,false,2023,2023/24,false
2024-01-06,2024,1,1,January,2024-01,6,Saturday,true,2023,2023/24,false
2024-01-07,2024,1,1,January,2024-01,7,Sunday,true,2023,2023/24,false
2024-01-08,2024,1,1,January,2024-01,8,Monday,false,2023,2023/24,false
2024-01-09,2024,1,1,January,2024-01,9,Tuesday,false,2023,2023/24,false
2024-01-10,2024,1,1,January,2024-01,10,Wednesday,false,2023,2023/24,false
2024-01-11,2024,1,1,January,2024-01,11,Thursday,false,2023,2023/24,false
2024-01-12,2024,1,1,January,2024-01,12,Friday,false,2023,2023/24,false
2024-01-13,2024,1,1,January,2024-01,13,Saturday,true,2023,2023/24,false
2024-01-14,2024,1,1,January,2024-01,14,Sunday,true,2023,2023/24,false
2024-01-15,2024,1,1,January,2024-01,15,Monday,false,2023,2023/24,false
2024-01-16,2024,1,1,January,2024-01,16,Tuesday,false,2023,2023/24,false
2024-01-17,2024,1,1,January,2024-01,17,Wednesday,false,2023,2023/24,false
2024-01-18,2024,1,1,January,2024-01,18,Thursday,false,2023,2023/24,false
2024-01-19,2024,1,1,January,2024-01,19,Friday,false,2023,2023/24,false
2024-01-20,2024,1,1,January,2024-01,20,Saturday,true,2023,2023/24,false
2024-01-21,2024,1,1,January,2024-01,21,Sunday,true,2023,2023/24,false
2024-01-22,2024,1,1,January,2024-01,22,Monday,false,2023,2023/24,false
2024-01-23,2024,1,1,January,2024-01,23,Tuesday,false,2023,2023/24,false
2024-01-24,2024,1,1,January,2024-01,24,Wednesday,false,2023,2023/24,false
2024-01-25,2024,1,1,January,2024-01,25,Thursday,false,2023,2023/24,false
2024-01-26,2024,1,1,January,2024-01,26,Friday,false,2023,2023/24,false
2024-01-27,2024,1,1,January,2024-01,27,Saturday,true,2023,2023/24,false
2024-01-28,2024,1,1,January,2024-01,28,Sunday,true,2023,2023/24,false
2024-01-29,2024,1,1,January,2024-01,29,Monday,false,2023,2023/24,false
2024-01-30,2024,1,1,January,2024-01,30,Tuesday,false,2023,2023/24,false
2024-01-31,2024,1,1,January,2024-01,31,Wednesday,false,2023,2023/24,false
2024-02-01,2024,1,2,February,2024-02,1,Thursday,false,2023,2023/24,false
2024-02-02,2024,1,2,February,2024-02,2,Friday,false,2023,2023/24,false
2024-02-03,2024,1,2,February,2024-02,3,Saturday,true,2023,2023/24,false
2024-02-04,2024,1,2,February,2024-02,4,Sunday,true,2023,2023/24,false
2024-02-05,2024,1,2,February,2024-02,5,Monday,false,2023,2023/24,false
2024-02-06,2024,1,2,February,2024-02,6,Tuesday,false,2023,2023/24,false
2024-02-07,2024,1,2,February,2024-02,7,Wednesday,false,2023,2023/24,false
2024-02-08,2024,1,2,February,2024-02,8,Thursday,false,2023,2023/24,false
2024-02-09,2024,1,2,February,2024-02,9,Friday,false,2023,2023/24,false
2024-02-10,2024,1,2,February,2024-02,10,Saturday,true,2023,2023/24,false
2024-02-11,2024,1,2,February,2024-02,11,Sunday,true,2023,2023/24,false
2024-02-12,2024,1,2,February,2024-02,12,Monday,false,2023,2023/24,false
2024-02-13,2024,1,2,February,2024-02,13,Tuesday,false,2023,2023/24,false
2024-02-14,2024,1,2,February,2024-02,14,Wednesday,false,2023,2023/24,false
2024-02-15,2024,1,2,February,2024-02,15,Thursday,false,2023,2023/24,false
2024-02-16,2024,1,2,February,2024-02,16,Friday,false,2023,2023/24,false
2024-02-17,2024,1,2,February,2024-02,17,Saturday,true,2023,2023/24,false
2024-02-18,2024,1,2,February,2024-02,18,Sunday,true,2023,2023/24,false
2024-02-19,2024,1,2,February,2024-02,19,Monday,false,2023,2023/24,false
2024-02-20,2024,1,2,February,2024-02,20,Tuesday,false,2023,2023/24,false
2024-02-21,2024,1,2,February,2024-02,21,Wednesday,false,2023,2023/24,false
2024-02-22,2024,1,2,February,2024-02,22,Thursday,false,2023,2023/24,false
2024-02-23,2024,1,2,February,2024-02,23,Friday,false,2023,2023/24,false
2024-02-24,2024,1,2,February,2024-02,24,Saturday,true,2023,2023/24,false
2024-02-25,2024,1,2,February,2024-02,25,Sunday,true,2023,2023/24,false
2024-02-26,2024,1,2,February,2024-02,26,Monday,false,2023,2023/24,false
2024-02-27,2024,1,2,February,2024-02,27,Tuesday,false,2023,2023/24,false
2024-02-28,2024,1,2,February,2024-02,28,Wednesday,false,2023,2023/24,false
2024-02-29,2024,1,2,February,2024-02,29,Thursday,false,2023,2023/24,false
2024-03-01,2024,1,3,March,2024-03,1,Friday,false,2023,2023/24,true
2024-03-02,2024,1,3,March,2024-03,2,Saturday,true,2023,2023/24,true
2024-03-03,2024,1,3,March,2024-03,3,Sunday,true,2023,2023/24,true
2024-03-04,2024,1,3,March,2024-03,4,Monday,false,2023,2023/24,true
2024-03-05,2024,1,3,March,2024-03,5,Tuesday,false,2023,2023/24,true
2024-03-06,2024,1,3,March,2024-03,6,Wednesday,false,2023,2023/24,true
2024-03-07,2024,1,3,March,2024-03,7,Thursday,false,2023,2023/24,true
2024-03-08,2024,1,3,March,2024-03,8,Friday,false,2023,2023/24,true
2024-03-09,2024,1,3,March,2024-03,9,Saturday,true,2023,2023/24,true
2024-03-10,2024,1,3,March,2024-03,10,Sunday,true,2023,2023/24,true
2024-03-11,2024,1,3,March,2024-03,11,Monday,false,2023,2023/24,true
2024-03-12,2024,1,3,March,2024-03,12,Tuesday,false,2023,2023/24,true
2024-03-13,2024,1,3,March,2024-03,13,Wednesday,false,2023,2023/24,true
2024-03-14,2024,1,3,March,2024-03,14,Thursday,false,2023,2023/24,true
